theoretical,observed,num_files,simulated_seq_length
0.01,0.0,10,300
0.02,0.0,10,300
0.03,0.0,10,300
0.04,0.0006666666666666668,10,300
0.05,0.001,10,300
0.06,0.001,10,300
0.07,0.0016666666666666666,10,300
0.08,0.0016666666666666666,10,300
0.09,0.003333333333333333,10,300
0.1,0.004333333333333333,10,300
0.2,0.019999999999999997,10,300
0.3,0.038333333333333344,10,300
0.4,0.06200000000000001,10,300
0.5,0.09433333333333334,10,300
