theoretical,observed,num_files,simulated_seq_length
0.01,0.0013333333333333335,20,300
0.02,0.003999999999999999,20,300
0.03,0.005333333333333333,20,300
0.04,0.006833333333333332,20,300
0.05,0.01,20,300
0.06,0.011833333333333333,20,300
0.07,0.013499999999999998,20,300
0.08,0.01616666666666667,20,300
0.09,0.017333333333333336,20,300
0.1,0.02066666666666667,20,300
0.2,0.046000000000000006,20,300
0.3,0.07166666666666667,20,300
0.4,0.10166666666666666,20,300
0.5,0.13466666666666666,20,300
