theoretical,observed,num_files,simulated_seq_length
0.01,0.002,10,300
0.02,0.004333333333333333,10,300
0.03,0.006333333333333334,10,300
0.04,0.009,10,300
0.05,0.011666666666666665,10,300
0.06,0.014333333333333333,10,300
0.07,0.01566666666666667,10,300
0.08,0.018,10,300
0.09,0.021333333333333333,10,300
0.1,0.023,10,300
0.2,0.04933333333333333,10,300
0.3,0.07999999999999999,10,300
0.4,0.10533333333333335,10,300
0.5,0.13433333333333336,10,300
