theoretical,observed,num_files,simulated_seq_length
0.01,0.002238095238095238,70,300
0.02,0.005285714285714287,70,300
0.03,0.007047619047619048,70,300
0.04,0.009904761904761908,70,300
0.05,0.012904761904761905,70,300
0.06,0.015285714285714286,70,300
0.07,0.01795238095238096,70,300
0.08,0.021,70,300
0.09,0.023714285714285716,70,300
0.1,0.026809523809523814,70,300
0.2,0.052285714285714276,70,300
0.3,0.08099999999999999,70,300
0.4,0.11276190476190476,70,300
0.5,0.14304761904761906,70,300
