theoretical,observed,num_files,simulated_seq_length
0.01,0.0016666666666666666,10,300
0.02,0.0023333333333333335,10,300
0.03,0.0036666666666666666,10,300
0.04,0.006,10,300
0.05,0.009000000000000001,10,300
0.06,0.010666666666666668,10,300
0.07,0.013000000000000001,10,300
0.08,0.016333333333333335,10,300
0.09,0.017666666666666667,10,300
0.1,0.02033333333333333,10,300
0.2,0.046,10,300
0.3,0.07266666666666666,10,300
0.4,0.10533333333333335,10,300
0.5,0.144,10,300
