theoretical,observed,num_files,simulated_seq_length
0.01,0.0006666666666666668,20,300
0.02,0.0028333333333333335,20,300
0.03,0.0055,20,300
0.04,0.007833333333333335,20,300
0.05,0.011166666666666665,20,300
0.06,0.013000000000000001,20,300
0.07,0.016499999999999997,20,300
0.08,0.02016666666666667,20,300
0.09,0.02533333333333333,20,300
0.1,0.028333333333333332,20,300
0.2,0.06783333333333333,20,300
0.3,0.10833333333333332,20,300
0.4,0.14700000000000002,20,300
0.5,0.185,20,300
