theoretical,observed,num_files,simulated_seq_length
0.01,0.002,30,300
0.02,0.0044444444444444444,30,300
0.03,0.007222222222222223,30,300
0.04,0.009555555555555557,30,300
0.05,0.012555555555555554,30,300
0.06,0.015444444444444445,30,300
0.07,0.017555555555555553,30,300
0.08,0.019555555555555555,30,300
0.09,0.021666666666666667,30,300
0.1,0.024666666666666674,30,300
0.2,0.049111111111111105,30,300
0.3,0.07066666666666667,30,300
0.4,0.09355555555555557,30,300
0.5,0.11955555555555557,30,300
