theoretical,observed,num_files,simulated_seq_length
0.01,0.003,10,300
0.02,0.006999999999999999,10,300
0.03,0.008666666666666666,10,300
0.04,0.012,10,300
0.05,0.013999999999999999,10,300
0.06,0.01566666666666667,10,300
0.07,0.019333333333333334,10,300
0.08,0.024333333333333335,10,300
0.09,0.028999999999999998,10,300
0.1,0.03266666666666666,10,300
0.2,0.06266666666666668,10,300
0.3,0.09266666666666667,10,300
0.4,0.12133333333333333,10,300
0.5,0.15199999999999997,10,300
