Simulation,seqs,sites,L,MaxL,delta,psi_syn,psi,p21,p31,p32,p3i3,i32,LRT21,LRT32,LRT32,LRT3i3,LRT32
empirical_sims/sims-adh,23,254,1.716580106253246,0.2718097241321812,0.8517741544292714,1.234489286605848,0.4610535098381931,0,0,0.1339319187197681,0.04511060720414461,0.9364976429814035,141.0923091101995,145.1131564650987,4.020847354899161,4.014499629862257,0.006347725036903284
empirical_sims/sims-adh,23,254,1.2284385975994825,0.1666589535797774,0.0,0.1545126934429893,0.1545126934429893,0.716216208729618,0.433346152187256,0.4629459744220465,0.2148045721436252,0.9686568293603286,0.1321470500843134,1.672436885199204,1.540289835114891,1.53874589939187,0.001543935723020695
empirical_sims/sims-adh,23,254,1.2870799366969314,0.1481409398852295,0.0,0.0,0.0,0.9831865314868651,0.9988907391534008,0.9991125766773976,1,0.963713293429787,0.0004441184319148306,0.002219753063400276,0.001775634631485445,-0.0002940995218523312,0.002069734153337777
empirical_sims/sims-adh,23,254,1.853776419890115,0.2926472449948593,0.8516607526344389,0.268013323253955,0.8724038563371644,0,0,0.2119414051737705,0.07812951084459141,1,142.0278130928036,145.1307039588228,3.102890866019152,3.103388625135267,-0.0004977591161150485
empirical_sims/sims-adh,23,254,1.5995359945212066,0.2253626816707224,0.6637548323869135,1.415539604941276,0.6962407435514594,0,0,0.01657806118288041,0.004187850788782477,1,141.9941042979372,150.1934544444666,8.199350146529468,8.200514695910897,-0.001164549381428515
empirical_sims/sims-adh,23,254,1.4151754964581744,0.2086053651112318,0.5840124766305118,0.218322766529937,0.8957722321841336,3.33066907387547e-16,2.442490654175344e-15,0.6624277459792092,0.364080255178347,1,66.50160040355513,67.32528798298699,0.8236875794318621,0.8237698355424072,-8.225611054513138e-05
empirical_sims/sims-adh,23,254,1.1956292742337467,0.1545714325640295,0.0,0.0,0.0,0.9802701250421623,0.9996857097851981,0.9999914530982634,1,0.9884000876124607,0.0006115853520896053,0.0006286792286118725,1.709387652226724e-05,-0.0001942841772688553,0.0002113780537911225
empirical_sims/sims-adh,23,254,1.3720129208311478,0.2147511200992457,0.511151350455161,1.360842066202509,0.1752104000596354,2.450928349162496e-12,5.592859508851689e-12,0.254873130652887,0.09828129599190871,0.9779436287466777,49.08507413380539,51.81905290246686,2.733978768661473,2.73321440743166,0.0007643612298124935
empirical_sims/sims-adh,23,254,1.60105635943866,0.1840818341851617,0.5942213909221398,0.4936964350039364,0.6930035698909787,0,0,2.480711680519221e-08,1.378968306209316e-08,0.09382327456948958,91.47632354774942,126.5005940615938,35.02427051384439,32.2167497991868,2.807520714657585
empirical_sims/sims-adh,23,254,1.5960882785876442,0.2376209945305673,0.8987930125786907,0.476141689456101,0.1135593983609135,0,0,0.4018980571485578,0.1769324261284787,1,100.1413311642373,101.9644447874925,1.823113623255267,1.823203517171351,-8.989391608338337e-05
empirical_sims/sims-adh,23,254,1.8117511602377763,0.3064106646001805,0.9866410433283637,0.2686808780461272,0.8430377679977188,0,0,0.1173004223339115,0.03857721283681714,0.9350317656540356,195.4794440250644,199.7654778709075,4.286033845843122,4.279389021328825,0.006644824514296488
empirical_sims/sims-adh,23,254,1.272579644041336,0.1523083257286208,0.0,0.0,0.0,0.1865028389704,0.4179510211403823,1,1,0.9913953676934636,1.745029315210559,1.7447820551115,-0.0002472600990586216,-0.0003635658922576113,0.0001163057931989897
empirical_sims/sims-adh,23,254,1.2137220863317786,0.1754479517940119,0.0,0.0,0.0,0.981608859144812,0.9784075925491511,0.9786675855503016,0.8371099810276137,0.9766239140344309,0.0005313909359756508,0.04365786893868062,0.04312647800270497,0.04226788418782235,0.0008585938148826244
empirical_sims/sims-adh,23,254,1.3133061574412717,0.1774051602827835,0.3475582593464195,0.940189134082801,0.9421719920221185,0,0,0.0008474524575957654,0.000954984275531312,0.07213836811040586,114.0169394403874,128.163491075522,14.14655163513453,10.91287056966939,3.233681065465134
empirical_sims/sims-adh,23,254,1.4366075423718194,0.1933230034810005,0.4837875183401135,1.75678407860845,0.8222799351956416,0,0,0.000160223796691783,0.0002771540413439855,0.03904125631904076,108.7268765929566,126.2047545744954,17.47787798153877,13.21880653727749,4.259071444261281
empirical_sims/sims-adh,23,254,1.6807617924500744,0.2332458493698994,0.950975568953663,1.993616417980198,0.3796887880609577,0,0,0.09664258662475311,0.4271872504368561,0.04435455870737059,155.8450433436828,160.518514902953,4.673471559270183,0.6304583161017945,4.043013243168389
empirical_sims/sims-adh,23,254,1.4035130260456057,0.1613038370671289,0.0,0.0,0.0,0.5188229177615277,0.5850602859266824,0.7204177067828834,0.4180962971100514,0.9890571862160163,0.4162325945871999,1.072080768313754,0.6558481737265538,0.6556600666535815,0.0001881070729723433
empirical_sims/sims-adh,23,254,1.2690259971402624,0.1618358023314939,0.0,0.0,0.0,0.9808806945420282,0.9996361227403879,0.9999232150371278,1,0.9838437946158981,0.0005743111360061448,0.000727886957974988,0.0001535758219688432,-0.0002564941514719976,0.0004100699734408408
empirical_sims/sims-adh,23,254,1.4569941436400686,0.1909014581447328,0.2758402880923451,1.912109746111582,0.8238267956357046,0,0,3.120867897443702e-09,4.097713101902656e-05,2.278379536924113e-06,78.4000989280321,117.5704083173787,39.17030938934658,16.82558390854319,22.34472548080339
empirical_sims/sims-adh,23,254,1.5506899620969348,0.2034223433534067,0.5436487643848287,0.0,0.0,0,0,1,1,1,120.7626428644326,120.7621792776426,-0.0004635867899196455,-0.0001728238094074186,-0.0002907629805122269
empirical_sims/sims-adh,23,254,1.4558537115221335,0.1771306651760901,0.6205209665048218,0.0,0.0,0,0,1,1,1,103.7685716863216,103.7682601976921,-0.000311488629449741,-0.0002774759432213614,-3.401268622837961e-05
empirical_sims/sims-adh,23,254,1.2750025259259536,0.145801583007768,0.0,0.5004921093351422,0.5004921093351422,0.002286188152878954,1.903874261577343e-07,1.995434841128851e-05,0.0003983270571408237,0.002550368471133324,9.304282566166876,30.94840951207334,21.64412694590646,12.54002459990988,9.10410234599658
empirical_sims/sims-adh,23,254,1.4811785813527574,0.2188817702339263,0.4509298713996377,0.0,0.0,0,0,0.9785982246824945,1,0.8350525390108314,77.41839072104085,77.4616589495763,0.04326822853545309,-8.982223516795784e-05,0.04335805077062105
empirical_sims/sims-adh,23,254,1.3844449956528577,0.2197666862756655,0.4961944021042889,0.7702570629236887,0.109792939412825,0,0,0.003043149426307568,0.02332442375581101,0.01112309379314458,115.3586241582307,126.9483487670168,11.58972460878613,5.144179991266356,6.445544617519772
empirical_sims/sims-adh,23,254,1.5440929289686411,0.1857554346707992,0.6335545088242633,0.6590912655599163,0.642806341555623,0,0,0.0001411443114833766,0.0002016380556434383,0.04783713848854243,109.4094841670303,127.1409395777191,17.7314554106888,13.81575712902304,3.915698281665755
empirical_sims/sims-adh,23,254,1.314101543194548,0.1470436291811773,0.0,0.6636255769207202,0.6636255769207202,2.577138761616915e-06,1.005862060310392e-13,6.357068871309934e-09,1.358374501769788e-08,0.01900113232493739,22.10814558803759,59.85554247579421,37.74739688775662,32.24598556728415,5.501411320472471
empirical_sims/sims-adh,23,254,1.6286407706245754,0.2247766436141412,0.9422847758844226,0.8978138018627217,0.9730867163681162,0,0,0.0545634656656514,0.009725021534948364,1,164.4139402151395,170.2307217096422,5.81678149450272,6.684583994627246,-0.867802500124526
empirical_sims/sims-adh,23,254,1.5758523810091085,0.196279842077306,0.8050588422466672,0.5764407558777465,0.7798276023892284,0,0,1.286010564816031e-06,1.907614817220349e-07,0.9535254204037467,147.9305999827266,175.0585314166201,27.12793143389354,27.12453484948674,0.003396584406800685
empirical_sims/sims-adh,23,254,1.337490771264586,0.1848463687747777,0.0,0.4201884547761149,0.4201884547761149,0.004972429833686176,2.60545001585788e-05,0.001346023233989468,0.0003129032000588339,0.6317673876124237,7.889438534948567,21.11064010785412,13.22120157290556,12.99152990348739,0.2296716694181669
empirical_sims/sims-adh,23,254,1.2443895206137423,0.1436944000472546,0.0,0.0,0.0,1,1,1,1,0.9925016901947172,-0.0006589100285054883,-0.000812539532489609,-0.0001536295039841207,-0.0002419495776848635,8.83200737007428e-05
empirical_sims/sims-adh,23,254,1.2732934908589648,0.1712037890494862,0.0,0.0,0.0,0.9758929057743233,1,1,1,1,0.0009131493025051896,-0.001165679448604351,-0.00207882875110954,-0.0006260851896513486,-0.001452743561458192
empirical_sims/sims-adh,23,254,1.3827986238671959,0.1806660560595858,0.4518086736676769,0.361621492626523,0.335748747767822,0,0,0.004147657520601866,0.0009285982275704097,0.9401343543496137,81.64504234951892,92.61546546356294,10.97042311404402,10.96478295425004,0.005640159793983912
empirical_sims/sims-adh,23,254,1.2191317273757094,0.1553363725313824,0.0,0.6048047334432612,0.6048047334432612,0.006733539180318271,2.192924930533025e-07,8.619303564993963e-06,1.369305117848718e-06,1,7.34270628811646,30.66571882716198,23.32301253904552,23.32330880131303,-0.000296262267511338
empirical_sims/sims-adh,23,254,1.3686307295969378,0.1925876325772304,0.2651848665590363,1.361781161129889,0.4378997668246505,4.551470311753292e-11,8.881784197001252e-16,2.436698507635171e-06,3.690174772419397e-07,1,43.36109961599504,69.21083262713,25.84973301113496,25.84993314668645,-0.0002001355514948955
empirical_sims/sims-adh,23,254,1.4073879756792005,0.1658807908571923,0.2654475181515905,0.8779050709861109,0.6189214653845228,1.044936359662074e-10,2.969169354827272e-11,0.03430723286396153,0.07767860548211747,0.0566792352236769,41.7355126045768,48.48031075742256,6.74479815284576,3.1128148518128,3.63198330103296
empirical_sims/sims-adh,23,254,1.3263914955422358,0.1673555805065173,0.0,0.0,0.0,0.193696230135322,0.429494786123347,0.9994932313538183,1,0.9697931623122646,1.689277559751645,1.690291353945213,0.001013794193568174,-0.0004201688825560268,0.001433963076124201
empirical_sims/sims-adh,23,254,1.1993569422398636,0.1492964811414765,0.0,1.574345187650608,0.0,0.0002143764811537441,4.535663622462494e-09,4.282589041615381e-06,1,6.622090612529163e-07,13.70068323604119,38.42258886611035,24.72190563006916,-0.000181802645784046,24.72208743271494
empirical_sims/sims-adh,23,254,1.505462057616928,0.2153200250998022,0.6357391121880476,1.287649661602371,0.9482267901646502,0,0,0.0007510627456247532,0.0001487473416185159,0.9946813365810664,105.107941364844,119.4959840854608,14.3880427206168,14.3879982849885,4.443562829692382e-05
empirical_sims/sims-adh,23,254,1.1995406734804974,0.1781899648799245,0.0,0.7613943798377631,0.0,0.1949493036230756,0.04272050230383617,0.09894710829993769,1,0.03146248830278375,1.679812990278151,6.306152652805395,4.626339662527243,-0.001208830644827685,4.627548493172071
empirical_sims/sims-adh,23,254,1.3476877188304233,0.1668469891187903,0.0,0.1474440293729873,0.0,0.992105108276382,0.9997065601856122,0.9997555019457293,1,0.9777404831691866,9.790985495783389e-05,0.0005869657525181537,0.0004890558975603199,-0.0002894538210966857,0.0007785097186570056
empirical_sims/sims-adh,23,254,1.4695509022390714,0.1849919042007872,0.3093742512421157,0.0,0.0,6.746825320647076e-13,5.509148692794952e-12,0.8902042136909561,1,0.6295024096070907,51.6166290079309,51.84923778590019,0.2326087779692898,-0.0001273517191293649,0.2327361296884192
empirical_sims/sims-adh,23,254,1.2254578359926367,0.1645673509348834,0.0,0.0,0.0,0.9762196157052971,0.9996078951680334,1,1,0.9909816717822829,0.0008885589359124424,0.0007843634502933128,-0.0001041954856191296,-0.0002319541745237075,0.0001277586889045779
empirical_sims/sims-adh,23,254,1.4332420836073618,0.2023080562931497,0.5211156600902592,0.9017379700443098,0.5995611284392796,0,0,1.075962126617647e-06,5.012943797844116e-07,0.1357261637001157,94.84892018438586,122.3335107748735,27.48459059048764,25.25883409529888,2.225756495188762
empirical_sims/sims-adh,23,254,1.2038998853670688,0.1561484817045314,0.0,0.0,0.0,0.9724516945483881,0.9991634337543165,0.9997593953965156,1,0.9816400282855794,0.001192565618111985,0.001673832724918611,0.0004812671068066265,-4.832384456676664e-05,0.0005295909513733932
empirical_sims/sims-adh,23,254,1.3271153668522944,0.1845522522298886,0.1543464407218496,0.9182119692951003,0.6485015958660518,2.212050764782703e-09,4.440892098500626e-14,2.60871754254044e-06,3.965258804639049e-07,0.9631346926611539,35.77734661192335,61.49065025280652,25.71330364088317,25.7111673282252,0.00213631265796721
empirical_sims/sims-adh,23,254,1.557880054999978,0.2757523685580193,0.8688082566645016,1.969229759641278,0.8462637762646805,0,0,0.04471397003137756,0.05619623567304144,0.1089967703107659,174.3353934520565,180.5503320472071,6.21493859515067,3.646231322911262,2.568707272239408
empirical_sims/sims-adh,23,254,1.2124118539006687,0.1505119026291868,0.0,0.1345527801044641,0.0,0.002375260643312171,8.652465574798818e-06,0.0008756646802163814,1,0.0001749891645659307,9.234277829269558,23.31533248027336,14.0810546510038,-0.001175873128886451,14.08223052413268
empirical_sims/sims-adh,23,254,1.7131523317228892,0.2498648745796835,0.9545999118021223,1.046567423512826,0.01005347445841261,0,0,0.06109501679105356,0.08926282650129491,0.1001575940466898,125.5453188075826,131.1359687564436,5.590649948861028,2.88761771371901,2.703032235142018
empirical_sims/sims-adh,23,254,1.2947475701557072,0.1628772203294611,0.0,0.7218100495454413,0.7218100495454413,6.508598937582377e-08,0,7.776668198289372e-11,9.003686685105095e-12,0.8861768919237558,29.20574340136045,75.76035875086018,46.55461534949973,46.5341253028746,0.02049004662512743
empirical_sims/sims-adh,23,254,1.273191931996912,0.1491396660816308,0.0,0.5137036476549003,0.0,0.7237981623985152,0.9387911445108849,0.9992792771383353,1,0.9642576815774477,0.1248825302282057,0.1263244956426206,0.001441965414414881,-0.000566091293876525,0.002008056708291406
empirical_sims/sims-adh,23,254,1.266944427068642,0.1687898367186496,0.0,0.01388961426305808,0.01388961426305808,0.9818122684181633,0.9996546802723066,0.9999144739727163,1,0.9843731091502302,0.0005196993588469923,0.0006907587285240879,0.0001710593696770957,-0.0002125777045876021,0.0003836370742646977
empirical_sims/sims-adh,23,254,1.3971586730128578,0.1563866609271919,0.3981399646490207,0.0,0.0,5.003580061391233e-07,3.268208173645704e-06,0.9999514210580087,1,0.9783644455970009,25.26244020462946,25.26253736487342,9.716024396766443e-05,-0.0006383054133038968,0.0007354656572715612
empirical_sims/sims-adh,23,254,1.3206195685611213,0.1722845415261097,0.0,1.20667408248565,0.0,0.003560795958716834,1.880479028482096e-05,0.001315174330197455,0.7301472622650612,0.000287734820536456,8.495225733107873,21.76279783650534,13.26757210339747,0.1189764609353006,13.14859564246217
empirical_sims/sims-adh,23,254,1.3050961536267838,0.1737082205076004,0.0,0.0,0.0,0.959654854038289,0.9979536550372643,0.9992313615248611,1,0.9669593036529737,0.002559015116275987,0.004096883174497634,0.001537868058221648,-0.0001779317681211978,0.001715799826342845
empirical_sims/sims-adh,23,254,1.351993875643063,0.1702866774634366,0.125319352402659,0.5588767632280656,0.1967689181204813,1.765543871690145e-05,9.960946633313927e-05,0.9991625882950541,1,0.9654152230643155,18.42683118381319,18.4285067088731,0.001675525059908978,-0.0002044927405222552,0.001880017800431233
empirical_sims/sims-adh,23,254,1.2421838149748619,0.1590579373813007,0.0,0.0,0.0,1,0.8969320838291917,0.8966642222731922,0.6413037489918271,0.9734636454654483,-0.000597373125856393,0.2175502691570728,0.2181476422829292,0.2170411138613417,0.001106528421587427
empirical_sims/sims-adh,23,254,1.2419632601119017,0.1544601916337908,0.0,0.8956704914792605,0.0,0.9919819671271736,0.9999549824916838,1,1,0.9826660221842379,0.0001009880907076877,9.003704326460138e-05,-1.095104744308628e-05,-0.000482997440485633,0.0004720463930425467
empirical_sims/sims-adh,23,254,1.594305035022894,0.202121411570425,0.6739557591904783,1.81271172077691,0.3577152267931297,0,0,0.002160829486775873,0.2056026594132864,0.001087457214206333,145.4125155848142,157.6870418036142,12.27452621880002,1.60212265116752,10.6724035676325
empirical_sims/sims-adh,23,254,1.2422882465524592,0.157060249827869,0.01391572482276608,0.9407554806537822,0.8240629855599401,2.481321052738572e-06,1.188382725558768e-11,7.788860008073328e-07,1.154847673046078e-07,0.8505893297137463,22.18088383475879,50.31168611940666,28.13080228464787,28.09532033237519,0.0354819522726757
empirical_sims/sims-adh,23,254,1.6711677882834741,0.2012003457165022,0.9445960635656017,0.7189315018986658,0.1868122541780612,0,0,0.4629257830550355,0.2214398702791598,0.8313409777746403,258.0548858629463,259.5952629298699,1.540377066923611,1.49501572108602,0.04536134583759122
empirical_sims/sims-adh,23,254,1.1938886359233154,0.1409019986039403,0.0,0.0,0.0,0.9772112832645776,0.9295870025367696,0.929966340562324,0.7047330415320148,0.9679054908090862,0.0008159766584867612,0.1460297495177656,0.1452137728592788,0.1435948890248255,0.0016188838344533
empirical_sims/sims-adh,23,254,1.2322518086576102,0.1715528331085332,0.0,0.4216726262638514,0.4216726262638514,0.005716373283567111,0.0009157870463099016,0.04171378399669068,0.01171273871695444,0.9981136651903176,7.637606098389369,13.9914534051295,6.353847306740136,6.353841717429532,5.589310603681952e-06
empirical_sims/sims-adh,23,254,1.3450496917868897,0.1838488442480832,0.0,0.0,0.0,1,1,1,1,1,-3.603982077038381e-05,-0.0002185277935495833,-0.0001824879727791995,-0.0001361365339107579,-4.635143886844162e-05
empirical_sims/sims-adh,23,254,1.2581889819952308,0.1795189397586972,0.0,0.1907585661836803,0.1907585661836803,0.09850919909045253,0.003812975296716425,0.01492693466290707,0.003734908853298968,0.977799828830172,2.729514948758151,11.13869095375958,8.409176005001427,8.408401641958335,0.0007743630430923076
empirical_sims/sims-adh,23,254,1.5066986271478235,0.2244451907841934,0.1836291216741384,0.0,0.0,1.855848807963412e-11,1.595885645855333e-10,1,1,1,45.11723914408321,45.11684392590359,-0.0003952181796194054,-0.000119658110634191,-0.0002755600689852145
empirical_sims/sims-adh,23,254,1.2602628872754569,0.1683652101668369,0.0,0.0,0.0,0.9917943469868323,0.9996899767441996,0.9997428466225703,1,0.9784114392735628,0.0001057697518263012,0.0006201426458574133,0.0005143728940311121,-0.0002179005059588235,0.0007322733999899356
empirical_sims/sims-adh,23,254,1.4875278563776237,0.1875326767433378,0.9384977719603333,0.9557329306741554,0.06906990592113461,0,0,0.02648093894970605,1,0.007031931550018911,222.6598178870136,229.92247806655,7.262660179536397,-0.002134292544724303,7.264794472081121
empirical_sims/sims-adh,23,254,1.2011943034992814,0.1593743653242173,0.0,0.0,0.0,0.1583206175570798,0.3699433554163204,1,1,1,1.990193798546898,1.988810756889507,-0.001383041657391004,-0.0002963937768072356,-0.001086647880583769
empirical_sims/sims-adh,23,254,1.3545383377665152,0.2016216174111002,0.0,0.8460363461277532,0.8460363461277532,7.018841992112446e-05,1.181965636476434e-11,3.197293640955223e-08,4.229157024582264e-09,0.9695193058552779,15.80576239443872,50.3225144515236,34.51675205708489,34.51529196269257,0.001460094392314204
empirical_sims/sims-adh,23,254,1.3088255368437012,0.1955615633472389,0.0,0.0,0.0,0.9809048252877697,0.9991570367028787,0.9994432672836204,1,0.9716197339112136,0.0005728620817535557,0.001686637580860406,0.00111377549910685,-0.000151939768329612,0.001265715267436462
empirical_sims/sims-adh,23,254,1.3059319519695523,0.1780802557113659,0.0,1.938227359191102,0.0,0.0002723123825413287,4.651182449189051e-07,0.0003508843190259681,1,6.639446041278863e-05,13.25184041861576,29.16194834720955,15.91010792859379,-0.0008142934148054337,15.91092222200859
empirical_sims/sims-adh,23,254,1.2403089640771188,0.1965209710327288,0.0,0.8810390906597113,0.0,1,0.999829086447317,0.9997022451201645,1,0.9786521829119464,-0.0002537421150918817,0.0003418563201194047,0.0005955984352112864,-0.0001204303371196147,0.0007160287723309011
empirical_sims/sims-adh,23,254,1.314039044416133,0.1771386322972477,0.0,0.0,0.0,0.72028175231031,0.9378401338147989,0.999935678058687,1,0.9809193804387644,0.1282229070420726,0.1283515550621814,0.0001286480201088125,-0.0004433409085322637,0.0005719889286410762
empirical_sims/sims-adh,23,254,1.760050900130334,0.2172312205023099,0.940569466897419,1.53459511593324,0.8612949817584117,0,0,1.145751303821552e-05,3.812161427108052e-05,0.01610807461333075,204.3901533875051,227.143883152803,22.75372976529798,16.96269168001527,5.791038085282707
empirical_sims/sims-adh,23,254,1.2763226516800248,0.174519131295237,0.0,0.0,0.0,1,0.9996532335051187,0.9996175923532568,1,0.9739870550721218,-7.130830181267811e-05,0.0006936532645340776,0.0007649615663467557,-0.0002983311442221748,0.00106329271056893
empirical_sims/sims-adh,23,254,1.5348899570373544,0.2223744351962984,0.3724073258630017,0.3259915128177944,0.2170704158994068,8.548717289613705e-15,8.393286066166183e-14,0.9997987120862832,1,0.9788757308594215,60.21667804869321,60.21708066504289,0.0004026163496746449,-0.0002984913753607543,0.0007011077250353992
empirical_sims/sims-adh,23,254,1.2433281538853085,0.1648351950222009,0.0,0.0,0.0,0.9735052934429508,0.5907332775910739,0.5910591735580788,0.3048760760748687,1,0.001103056547435699,1.052781340724323,1.051678284176887,1.052743514086615,-0.00106522990972735
empirical_sims/sims-adh,23,254,1.3703690643515616,0.2093094145258315,0.2086144616381765,0.2717362824528796,0.8110051839172386,5.073856890192019e-10,1.205250343971898e-10,0.02975248209054149,0.008016566791528068,1,38.64864122948893,45.67832666730465,7.029685437815715,7.029769563569062,-8.412575334659778e-05
empirical_sims/sims-adh,23,254,1.3378183838558315,0.1943188071438172,0.0,0.9131156715827797,0.9131156715827797,0.1096344408554975,0.002316379685442627,0.008329029284381284,0.00197590696169514,0.94812572034444,2.559482860906428,12.13549958517251,9.576016724266083,9.57178383765131,0.004232886614772724
empirical_sims/sims-adh,23,254,1.3398101269700708,0.1578403046548336,0.1811702065591631,0.7720908165844369,0.4316097040268615,1.808203954312138e-05,3.189838110317922e-07,0.003127701448642717,0.00692933397698825,0.03939580190008007,18.38133715814729,29.91625096957432,11.53491381142703,7.291195769130354,4.243718042296678
empirical_sims/sims-adh,23,254,1.5672881407671713,0.206861417817184,0.4484789766018463,0.02709221561138803,0.9070345393631222,0,0,2.618079508298621e-06,3.975185096649625e-07,1,143.7954313346727,169.5015703768986,25.70613904222591,25.70634226982656,-0.0002032276006502798
empirical_sims/sims-adh,23,254,1.2724521799574853,0.1753343148223456,0.02464146470293437,0.4723498272878001,0.6519249185574998,2.418803587422858e-07,2.116341879521144e-09,0.001306062093526572,0.02672492831491313,0.003808399669652962,26.6656761207887,39.94715352978164,13.28147740899294,4.90849428110414,8.372983127888801
