theoretical,observed,num_files,simulated_seq_length
0.01,0.001,70,300
0.02,0.001761904761904762,70,300
0.03,0.003,70,300
0.04,0.004238095238095238,70,300
0.05,0.005190476190476191,70,300
0.06,0.006000000000000001,70,300
0.07,0.007047619047619048,70,300
0.08,0.008666666666666666,70,300
0.09,0.00980952380952381,70,300
0.1,0.010952380952380955,70,300
0.2,0.027047619047619046,70,300
0.3,0.04347619047619048,70,300
0.4,0.06285714285714286,70,300
0.5,0.0838095238095238,70,300
